date,WI_1,WI_2,WI_3
2012-10-14,4147.8,11866.49,13742.86
2012-10-15,3167.51,11887.710000000001,10410.03
2012-10-16,3314.4700000000003,8569.29,8942.25
2012-10-17,2822.15,7513.61,7156.14
2012-10-18,2529.39,6891.26,7456.4800000000005
2012-10-19,3242.53,8399.28,9120.17
2012-10-20,3551.08,9528.29,10573.9
2012-10-21,2294.91,7503.27,10250.79
2012-10-22,1653.3600000000001,5647.67,7174.91
2012-10-23,1718.64,6361.01,7382.93
2012-10-24,1725.07,5958.22,6675.7
2012-10-25,828.67,6503.06,7392.39
2012-10-26,11617.94,8649.75,9028.05
2012-10-27,12641.130000000001,9881.07,10774.45
2012-10-28,9919.69,7495.88,9228.09
2012-10-29,7219.1900000000005,6491.74,6633.67
2012-10-30,6647.06,6944.17,6691.24
2012-10-31,6885.41,6647.33,6638.2
2012-11-01,8189.4,9095.84,8513.53
2012-11-02,9993.1,10377.1,12276.01
2012-11-03,12688.01,13568.59,13805.92
2012-11-04,10328.98,10155.04,11962.52
2012-11-05,6510.72,11010.09,9592.26
2012-11-06,6395.07,10600.29,8756.88
2012-11-07,6527.49,7847.85,7849.37
2012-11-08,7658.31,10316.42,9754.48
2012-11-09,9064.45,10970.0,11181.84
2012-11-10,11597.210000000001,11015.4,12635.69
2012-11-11,10968.24,12059.630000000001,13188.23
2012-11-12,7416.0,10246.26,10171.01
2012-11-13,6238.13,8348.5,8476.91
2012-11-14,6996.65,9627.85,9366.54
2012-11-15,7758.62,10171.210000000001,9192.67
2012-11-16,8076.99,9568.39,9947.11
2012-11-17,11649.38,10765.17,11256.02
2012-11-18,9130.69,8648.23,10290.6
2012-11-19,6382.25,7459.54,7243.45
2012-11-20,6954.05,7220.15,8140.25
2012-11-21,8106.4,8857.38,8289.52
2012-11-22,3463.4,3722.57,7063.24
2012-11-23,5917.85,5714.64,6706.82
2012-11-24,9112.45,7160.55,9031.88
2012-11-25,9604.59,7640.34,9003.710000000001
2012-11-26,6444.17,6886.3,6858.35
2012-11-27,6101.04,6325.32,6695.68
2012-11-28,5940.56,6365.61,6918.25
2012-11-29,5964.18,6448.82,6517.76
2012-11-30,7801.61,10133.210000000001,9604.03
2012-12-01,11128.37,10510.06,11051.41
2012-12-02,10194.97,11818.97,13310.08
2012-12-03,7648.52,10759.13,10785.37
2012-12-04,7447.2300000000005,8483.99,8475.75
2012-12-05,8034.66,9804.44,9636.28
2012-12-06,7268.3,10170.37,9600.25
2012-12-07,8814.92,8959.79,9210.29
2012-12-08,10957.64,11836.42,12480.28
2012-12-09,9984.85,12247.09,12640.99
2012-12-10,6920.6900000000005,8135.56,8761.83
2012-12-11,6594.05,10059.630000000001,9905.36
2012-12-12,6872.07,10491.07,9650.93
2012-12-13,6325.7,8130.53,8259.15
2012-12-14,9221.960000000001,11397.84,10009.78
2012-12-15,11674.4,11866.24,13012.97
2012-12-16,10111.24,9594.38,11402.17
2012-12-17,7252.37,8487.81,8406.47
2012-12-18,7104.9800000000005,7618.36,7799.07
2012-12-19,9093.73,9902.83,9695.2
2012-12-20,6218.16,8506.75,8605.59
2012-12-21,9604.57,8048.3,8981.84
2012-12-22,12425.83,10124.41,10844.02
2012-12-23,10315.64,9128.47,10339.05
2012-12-24,6530.51,8215.84,7851.4
2012-12-25,0.0,5.9399999999999995,0.0
2012-12-26,7033.15,6604.58,7850.46
2012-12-27,7650.74,7233.76,8085.71
2012-12-28,8227.01,8999.09,9377.78
2012-12-29,10038.59,9811.630000000001,9945.15
2012-12-30,8153.3,8211.91,9985.13
2012-12-31,8794.57,9970.01,9861.4
2013-01-01,5265.68,5403.87,5454.36
2013-01-02,7509.07,10708.8,9763.94
2013-01-03,7240.47,12347.1,12013.4
2013-01-04,8339.66,9538.6,9571.34
2013-01-05,11830.63,13110.36,13689.12
2013-01-06,9924.960000000001,12311.34,13489.02
2013-01-07,7144.18,9184.66,7923.1
2013-01-08,6474.0,9974.75,10068.15
2013-01-09,6966.2300000000005,11338.77,10130.28
2013-01-10,6584.87,8556.86,7923.11
2013-01-11,8819.84,11569.43,10779.43
2013-01-12,11405.08,13886.78,14538.29
2013-01-13,8810.41,9506.98,10412.9
2013-01-14,6743.52,10743.44,9875.7
2013-01-15,7730.85,12049.81,10252.3
2013-01-16,6247.63,9113.83,8982.81
2013-01-17,7761.6,9052.35,7629.72
2013-01-18,8954.24,9470.29,10311.26
2013-01-19,12132.7,11982.59,12977.29
2013-01-20,10043.73,9076.380000000001,10072.98
2013-01-21,6339.25,8207.460000000001,7331.24
2013-01-22,4931.33,6803.54,6934.49
2013-01-23,6295.37,7206.74,7012.72
2013-01-24,6152.16,6422.33,7544.96
2013-01-25,7192.53,7765.82,8221.04
2013-01-26,11363.42,10218.56,11208.67
2013-01-27,7974.9,8499.7,10020.07
2013-01-28,5851.62,7552.35,6974.89
2013-01-29,4939.81,7027.06,6775.72
2013-01-30,4310.43,6490.27,5618.71
2013-01-31,5835.51,7558.68,6940.82
2013-02-01,8436.52,12969.59,12081.380000000001
2013-02-02,12737.77,14718.94,15037.04
2013-02-03,9999.92,13145.59,14002.25
2013-02-04,4924.37,7947.61,8668.6
2013-02-05,6371.93,11181.28,11468.9
2013-02-06,7596.82,11648.35,11971.460000000001
2013-02-07,4627.78,8241.08,6890.37
2013-02-08,7673.87,12188.63,10765.03
2013-02-09,11852.88,15957.25,15701.52
2013-02-10,10444.23,13203.710000000001,13048.23
2013-02-11,6454.84,12723.95,10857.04
2013-02-12,6765.54,13546.22,12139.32
2013-02-13,7534.35,11951.17,11779.14
2013-02-14,6373.75,10633.69,9088.17
2013-02-15,8281.66,14196.43,12498.06
2013-02-16,11584.42,13693.09,13654.56
2013-02-17,11197.66,12085.93,12623.2
2013-02-18,6128.9,9181.94,8640.07
2013-02-19,5251.05,7533.04,7310.76
2013-02-20,6343.54,9170.14,8341.09
2013-02-21,6983.83,10354.32,9080.12
2013-02-22,5656.9,9184.61,7823.72
2013-02-23,11302.13,10944.82,11549.94
2013-02-24,10323.47,10829.81,11138.6
2013-02-25,6417.15,8636.57,9036.41
2013-02-26,5210.76,7735.2300000000005,6638.61
2013-02-27,4732.36,7991.55,7055.92
2013-02-28,7115.39,9215.09,8794.87
2013-03-01,9729.1,10900.05,12633.18
2013-03-02,12913.58,14639.36,15966.94
2013-03-03,10472.22,14678.24,14713.5
2013-03-04,6801.66,11787.44,11178.72
2013-03-05,3888.78,10323.61,8201.36
2013-03-06,5809.2300000000005,11336.67,10528.64
2013-03-07,6190.52,8027.85,9446.42
2013-03-08,7585.63,11119.960000000001,11843.74
2013-03-09,10127.97,12743.31,14012.9
2013-03-10,9174.08,11627.19,12434.72
2013-03-11,5680.04,12193.710000000001,10846.17
2013-03-12,6291.51,11635.83,10634.0
2013-03-13,6536.88,9414.03,9088.0
2013-03-14,6531.85,10951.13,10596.48
2013-03-15,7922.1,12070.74,11250.17
2013-03-16,11102.56,11980.960000000001,13339.4
2013-03-17,9855.04,10756.86,12175.7
2013-03-18,5304.53,8197.93,8422.03
2013-03-19,5953.52,8197.32,8629.17
2013-03-20,6335.24,7992.42,7877.47
2013-03-21,6502.99,7893.0,7925.7
2013-03-22,8140.5,8049.42,8931.56
2013-03-23,10724.3,10297.77,10584.13
2013-03-24,10184.31,9965.76,10843.22
2013-03-25,5974.63,7233.27,8227.7
2013-03-26,6548.08,8206.99,7279.68
2013-03-27,6268.29,7555.8,7725.32
2013-03-28,7069.92,7630.43,7445.02
2013-03-29,9352.210000000001,9636.66,9944.27
2013-03-30,12214.72,11196.11,10875.93
2013-03-31,6059.3,7131.35,8914.6
2013-04-01,6455.16,8638.54,9723.53
2013-04-02,6275.9800000000005,11223.05,11570.64
2013-04-03,7096.22,11893.36,11671.710000000001
2013-04-04,6006.75,8580.59,8486.89
2013-04-05,7596.02,11174.36,10705.36
2013-04-06,10399.29,13656.08,13333.9
2013-04-07,9376.06,10872.95,12670.53
2013-04-08,5954.77,10795.23,9870.24
2013-04-09,5256.61,10140.43,9031.75
2013-04-10,5668.86,8862.45,7860.1
2013-04-11,6379.72,10320.3,8758.5
2013-04-12,7843.74,11873.36,9849.04
2013-04-13,10673.23,12084.59,11454.23
2013-04-14,10198.97,12943.58,9795.77
2013-04-15,6528.16,9896.69,8448.77
2013-04-16,6590.2,9187.4,7435.6
2013-04-17,5421.61,8488.18,5967.68
2013-04-18,6133.59,8271.05,6385.63
2013-04-19,6488.35,8593.17,7234.42
2013-04-20,9889.53,10595.07,8580.11
2013-04-21,8815.82,8890.26,8039.62
2013-04-22,5627.27,7155.03,6024.46
2013-04-23,4820.59,6519.46,5328.21
2013-04-24,6141.31,6854.47,5953.45
2013-04-25,6015.58,6701.14,6306.43
2013-04-26,6678.04,7181.06,6577.07
2013-04-27,8871.05,8822.64,7646.45
2013-04-28,8317.59,8358.82,7687.68
2013-04-29,6130.39,6349.91,5641.1900000000005
2013-04-30,5218.81,6991.76,5844.54
2013-05-01,6428.5,8520.33,6352.59
2013-05-02,5915.62,10504.56,7868.49
2013-05-03,7734.26,11285.37,9452.42
2013-05-04,9308.14,10893.58,8849.67
2013-05-05,9110.26,13154.24,9687.11
2013-05-06,6178.06,11126.78,8414.53
2013-05-07,5626.15,8342.69,6545.42
2013-05-08,6374.88,9080.03,7414.38
2013-05-09,6381.3,11629.15,7886.71
2013-05-10,8036.2,9225.38,8391.6
2013-05-11,10694.16,12552.85,10419.66
2013-05-12,7165.0,10150.93,8620.12
2013-05-13,6483.7,9220.72,7534.41
2013-05-14,5944.42,10634.52,7410.24
2013-05-15,6628.38,11973.81,8630.710000000001
2013-05-16,6757.09,9590.52,7310.03
2013-05-17,8116.26,10109.82,7546.64
2013-05-18,8905.4,9122.98,7772.32
2013-05-19,9375.17,8725.95,7733.7300000000005
2013-05-20,6510.3,8153.51,6712.75
2013-05-21,6450.7300000000005,7828.64,6194.36
2013-05-22,6196.99,7292.63,5508.92
2013-05-23,7260.3,7822.24,6771.04
2013-05-24,7718.2,8680.31,7272.76
2013-05-25,8797.35,9332.04,8092.73
2013-05-26,7543.43,7308.21,6835.05
2013-05-27,7740.15,7531.75,6619.94
2013-05-28,6176.01,6608.61,5623.4
2013-05-29,6052.29,6475.22,5792.32
2013-05-30,6139.25,6657.4,5807.11
2013-05-31,8450.59,10650.68,8354.34
2013-06-01,10609.63,10002.06,8918.91
2013-06-02,9943.29,14400.55,10375.05
2013-06-03,7218.13,13036.710000000001,9653.59
2013-06-04,6727.76,9399.07,7335.64
2013-06-05,6326.43,10764.57,7884.31
2013-06-06,7236.43,10381.82,7841.77
2013-06-07,8000.69,9291.55,7521.6900000000005
2013-06-08,10104.37,12151.64,8465.81
2013-06-09,10169.95,12178.210000000001,11107.210000000001
2013-06-10,6543.88,9344.65,7031.65
2013-06-11,6505.91,10539.960000000001,7570.29
2013-06-12,6446.93,11747.0,7503.81
2013-06-13,6773.74,8999.85,6603.4800000000005
2013-06-14,8362.09,12098.65,8876.01
2013-06-15,10687.03,14015.64,10307.8
2013-06-16,7473.65,8961.14,8071.46
2013-06-17,6517.9800000000005,8473.35,6972.49
2013-06-18,6518.07,7924.06,6296.88
2013-06-19,7004.83,7127.01,6074.83
2013-06-20,6749.85,8375.97,6173.84
2013-06-21,8347.18,8717.94,7922.86
2013-06-22,9690.64,9277.44,8455.2
2013-06-23,9238.4,8602.36,8007.15
2013-06-24,6741.9,7622.9,7005.96
2013-06-25,6145.73,7799.83,6354.05
2013-06-26,6681.51,7030.28,5981.92
2013-06-27,6868.7300000000005,7509.08,5830.06
2013-06-28,7849.84,8392.4,6905.2300000000005
2013-06-29,9321.98,9922.43,8305.54
2013-06-30,9370.66,8835.94,8058.85
2013-07-01,6632.7300000000005,9611.97,6997.85
2013-07-02,6819.42,10145.94,8587.34
2013-07-03,9066.94,12400.49,10555.22
2013-07-04,6241.97,7760.01,6856.55
2013-07-05,8475.52,11298.83,8880.79
2013-07-06,7947.82,11425.75,9389.75
2013-07-07,8523.61,10459.09,9127.81
2013-07-08,6815.07,12128.0,9108.71
2013-07-09,7712.81,11736.22,7885.77
2013-07-10,7335.14,9745.93,6811.75
2013-07-11,7559.84,10849.68,7933.1
2013-07-12,8665.06,11835.130000000001,10109.88
2013-07-13,9668.38,11373.3,9636.42
2013-07-14,10040.45,11681.25,11299.33
2013-07-15,7830.85,11807.45,8854.23
2013-07-16,7499.15,10329.18,7346.62
2013-07-17,7348.39,8357.65,6961.11
2013-07-18,7526.93,8739.23,7598.79
2013-07-19,8527.61,9704.82,8719.87
2013-07-20,9354.44,9181.05,8134.77
2013-07-21,8516.35,7948.03,7653.47
2013-07-22,6675.72,7530.59,6623.67
2013-07-23,6628.42,6872.8,5986.34
2013-07-24,6677.99,7253.91,5839.95
2013-07-25,6775.95,7088.56,5943.71
2013-07-26,8524.37,8914.32,7960.74
2013-07-27,9702.81,8888.65,8077.3
2013-07-28,8846.38,7317.7,7567.28
2013-07-29,5793.08,6176.99,5725.94
2013-07-30,6371.73,6863.83,5514.72
2013-07-31,7264.02,8272.460000000001,6056.92
2013-08-01,6857.54,9298.82,7746.91
2013-08-02,8456.75,12188.32,10749.97
2013-08-03,10073.0,13065.55,10389.1
2013-08-04,8298.4,10594.49,9284.4
2013-08-05,7119.45,12124.34,8526.56
2013-08-06,7076.24,11776.67,8177.01
2013-08-07,6479.95,8097.05,6741.72
2013-08-08,6986.02,10962.48,7336.82
2013-08-09,7876.87,11684.63,9210.88
2013-08-10,9318.35,10408.72,8795.41
2013-08-11,9239.14,11937.84,9586.09
2013-08-12,7732.27,11429.02,9079.53
2013-08-13,6569.79,8655.54,7373.6
2013-08-14,7204.55,10735.64,7954.84
2013-08-15,7434.78,12629.27,8888.86
2013-08-16,8839.61,11825.54,8594.78
2013-08-17,9609.57,10020.81,8729.03
2013-08-18,8824.3,9863.52,8975.95
2013-08-19,7280.51,8020.62,6890.33
2013-08-20,6501.01,7615.96,6312.66
2013-08-21,7040.45,7597.41,6575.54
2013-08-22,7106.38,7575.43,6234.12
2013-08-23,7665.68,8491.93,7338.3
2013-08-24,8718.01,9182.98,8469.48
2013-08-25,9136.5,9764.59,9082.84
2013-08-26,7135.03,8576.87,7542.01
2013-08-27,6912.9,8721.25,7254.43
2013-08-28,7281.99,8176.88,6586.25
2013-08-29,6791.9800000000005,8142.21,6472.7300000000005
2013-08-30,9193.91,11530.54,9384.45
2013-08-31,10037.42,11442.91,9645.65
2013-09-01,8538.85,10278.59,7458.62
2013-09-02,9441.960000000001,12541.29,10353.03
2013-09-03,7446.16,11283.11,8560.78
2013-09-04,6049.83,9998.62,7427.41
2013-09-05,6279.23,11072.31,7629.51
2013-09-06,7519.99,11796.3,8641.99
2013-09-07,9138.1,11534.85,9414.68
2013-09-08,9457.83,13372.99,11210.66
2013-09-09,6850.7,12952.62,8740.12
2013-09-10,6518.47,9950.09,6748.13
2013-09-11,7707.76,10975.25,8024.57
2013-09-12,7453.89,11931.27,9052.57
2013-09-13,8183.56,11631.34,8934.37
2013-09-14,11253.09,14281.55,11322.69
2013-09-15,10311.9,15183.45,11352.64
2013-09-16,6914.02,10349.85,8126.72
2013-09-17,6108.95,9422.74,6684.49
2013-09-18,6250.21,8477.29,6120.56
2013-09-19,5737.77,7628.29,6256.66
2013-09-20,8045.86,9538.47,7969.09
2013-09-21,9821.65,10562.36,8488.64
2013-09-22,9493.29,9393.15,8789.83
2013-09-23,6490.07,8086.38,6283.4400000000005
2013-09-24,5906.74,7014.16,5654.76
2013-09-25,6577.62,7790.5,5793.75
2013-09-26,6443.9800000000005,8188.12,6401.09
2013-09-27,7784.9800000000005,9640.14,7848.71
2013-09-28,9549.85,11495.31,8902.93
2013-09-29,9483.92,9920.58,8514.32
2013-09-30,6472.08,8172.16,7137.66
2013-10-01,7222.5,10139.1,7969.33
2013-10-02,6472.37,10600.57,8295.79
2013-10-03,6898.38,14015.37,9018.81
2013-10-04,7840.32,11113.49,8450.32
2013-10-05,10229.74,15132.710000000001,11004.37
2013-10-06,9612.94,14143.54,11681.79
2013-10-07,6609.57,10054.89,8288.33
2013-10-08,6519.05,11775.57,7672.97
2013-10-09,7170.16,12498.65,8264.04
2013-10-10,6911.27,10299.26,6878.92
2013-10-11,8051.44,12876.28,9344.18
2013-10-12,11016.37,15872.98,11854.36
2013-10-13,9321.97,12407.79,10018.86
2013-10-14,6921.96,11972.210000000001,8713.28
2013-10-15,6748.32,12176.65,8115.4400000000005
2013-10-16,6814.22,10524.42,7315.26
2013-10-17,6301.53,8772.85,6480.12
2013-10-18,7623.07,9452.84,7863.57
2013-10-19,10145.85,10676.81,8751.16
2013-10-20,9130.72,9962.94,9635.44
2013-10-21,6888.6,7938.68,6156.77
2013-10-22,6353.22,7335.79,5933.57
2013-10-23,6953.89,8279.5,6025.25
2013-10-24,7075.66,8217.59,5956.1
2013-10-25,8686.22,9929.11,7229.63
2013-10-26,11632.19,10663.39,9680.41
2013-10-27,7850.6,8797.24,8033.22
2013-10-28,6090.03,7610.82,6565.28
2013-10-29,6477.56,7465.99,6026.27
2013-10-30,6012.43,7195.3,5365.13
2013-10-31,6417.61,8003.31,5827.68
2013-11-01,8888.32,11923.01,9898.130000000001
2013-11-02,10872.04,14501.27,11499.13
2013-11-03,10628.05,13544.53,11250.95
2013-11-04,6547.02,9222.88,7126.12
2013-11-05,6076.37,11312.35,7815.9400000000005
2013-11-06,6665.2300000000005,11404.55,6826.66
2013-11-07,6733.78,9354.66,6391.38
2013-11-08,8305.22,11637.29,8483.09
2013-11-09,11172.49,14368.54,11101.64
2013-11-10,9849.54,11421.19,9737.83
2013-11-11,6135.52,10274.55,8160.77
2013-11-12,6606.56,11104.38,7464.66
2013-11-13,6110.61,9213.75,6300.3
2013-11-14,6649.81,9974.3,6466.35
2013-11-15,8155.74,12015.76,8501.28
2013-11-16,10756.25,12516.74,10142.44
2013-11-17,8790.93,10090.66,9109.67
2013-11-18,6701.47,9278.93,7467.36
2013-11-19,6702.02,8437.34,5819.85
2013-11-20,6917.79,7729.36,6102.44
2013-11-21,7447.58,7772.25,5743.14
2013-11-22,8426.31,9668.53,7257.5
2013-11-23,10624.17,10296.67,8951.62
2013-11-24,9309.17,8261.07,8204.18
2013-11-25,6065.1,7494.39,6658.95
2013-11-26,7084.96,7931.11,6667.4400000000005
2013-11-27,8816.28,9151.31,7778.77
2013-11-28,3341.09,4333.51,4638.4
2013-11-29,7023.87,8094.92,6729.7300000000005
2013-11-30,9204.04,8174.92,7839.7300000000005
2013-12-01,9105.28,9118.94,8325.94
2013-12-02,7188.04,11288.960000000001,8934.93
2013-12-03,6989.99,13142.58,9021.52
2013-12-04,7367.5,8985.11,6493.02
2013-12-05,9083.67,10869.0,8053.46
2013-12-06,9286.68,11495.62,8477.25
2013-12-07,11028.09,11473.87,9662.46
2013-12-08,7849.95,10678.46,8847.2
2013-12-09,6680.06,11720.93,7922.16
2013-12-10,6613.53,8838.71,6494.0
2013-12-11,7037.65,11047.29,7301.26
2013-12-12,7401.18,12120.74,7998.9
2013-12-13,9785.31,12130.960000000001,9033.24
2013-12-14,10018.44,12441.66,9823.47
2013-12-15,10139.16,13363.61,10423.09
2013-12-16,6154.06,9280.68,7375.39
2013-12-17,6769.51,9118.98,6804.67
2013-12-18,7937.45,8654.72,7005.18
2013-12-19,7905.04,9470.86,7328.99
2013-12-20,8373.17,9646.39,7285.15
2013-12-21,13561.79,11818.16,10084.74
2013-12-22,6374.71,6085.21,5945.51
2013-12-23,9693.19,8084.49,8373.79
2013-12-24,8474.88,8566.02,7370.91
2013-12-25,1.58,0.0,1.0
2013-12-26,7264.65,7367.43,7601.22
2013-12-27,8160.52,8331.68,8200.85
2013-12-28,10942.66,8415.04,8460.85
2013-12-29,7793.29,7430.9800000000005,7507.15
2013-12-30,7151.24,7362.04,6874.16
2013-12-31,8315.95,9755.8,8244.69
2014-01-01,4695.7,5184.2300000000005,4064.12
2014-01-02,7045.7,10758.35,8496.15
2014-01-03,9886.34,13466.32,11391.84
2014-01-04,14153.79,13610.56,12818.17
2014-01-05,8765.76,13395.41,11249.25
2014-01-06,3938.47,8226.24,5472.78
2014-01-07,5461.34,6815.01,6859.32
2014-01-08,7833.83,11112.9,8547.36
2014-01-09,8368.47,11235.16,9205.86
2014-01-10,7600.55,9159.4,7742.5
2014-01-11,12210.65,13697.22,11922.75
2014-01-12,11788.12,13223.89,12209.04
2014-01-13,7350.37,9358.13,7260.69
2014-01-14,5935.18,10629.54,7755.41
2014-01-15,6684.72,11330.46,7969.77
2014-01-16,6885.67,10236.96,7569.41
2014-01-17,8662.95,10396.15,8862.22
2014-01-18,11898.42,12160.86,10255.86
2014-01-19,10330.81,10254.63,9985.77
2014-01-20,7384.67,8314.77,7075.45
2014-01-21,5952.8,7840.65,6442.2300000000005
2014-01-22,6148.11,7719.0,5597.61
2014-01-23,6090.73,6898.79,5599.6
2014-01-24,7370.35,9316.4,7403.3
2014-01-25,12372.95,10177.5,9373.12
2014-01-26,9270.61,8656.38,8321.25
2014-01-27,5085.97,6762.86,5536.32
2014-01-28,4934.9,6614.86,4738.8
2014-01-29,6735.37,6902.8,6075.94
2014-01-30,6899.17,7713.56,5992.31
2014-01-31,9745.45,11968.45,10416.64
2014-02-01,11306.73,12043.75,9392.46
2014-02-02,10741.32,12830.41,11689.89
2014-02-03,7214.66,13254.03,10263.37
2014-02-04,6560.42,9217.62,7300.37
2014-02-05,5986.88,10255.22,7011.4
2014-02-06,7201.86,11650.27,7679.59
2014-02-07,8352.03,10778.19,7664.8
2014-02-08,11777.81,14846.82,10849.75
2014-02-09,11620.91,13605.28,11924.05
2014-02-10,6738.43,9575.89,7761.63
2014-02-11,7406.87,11087.4,8420.29
2014-02-12,8053.69,13908.33,9955.78
2014-02-13,7614.6,12723.23,8870.63
2014-02-14,9080.78,12266.43,8581.37
2014-02-15,12577.73,15450.98,11844.08
2014-02-16,11845.29,12913.99,11699.49
2014-02-17,4774.33,8930.65,5781.22
2014-02-18,7496.05,9424.51,8344.48
2014-02-19,7831.2300000000005,10152.04,7776.99
2014-02-20,6647.03,9744.59,6414.4
2014-02-21,8092.33,10844.84,8298.35
2014-02-22,13453.78,11765.29,10640.04
2014-02-23,11713.710000000001,11501.94,10302.38
2014-02-24,7280.65,9369.91,7517.7
2014-02-25,6535.58,8724.74,7141.64
2014-02-26,7216.96,9025.36,5728.24
2014-02-27,7415.37,8796.26,5994.93
2014-02-28,9364.65,12428.460000000001,9041.960000000001
2014-03-01,11746.3,13009.72,9736.29
2014-03-02,12274.62,14167.28,11961.98
2014-03-03,8000.4800000000005,14160.92,9977.34
2014-03-04,6971.2300000000005,10200.12,7291.5
2014-03-05,6835.21,12172.960000000001,7554.82
2014-03-06,8007.0,11449.62,8334.69
2014-03-07,8507.16,10092.25,9216.4
2014-03-08,11874.37,14521.15,11241.33
2014-03-09,11726.97,15367.37,11328.68
2014-03-10,8215.08,11383.85,8695.42
2014-03-11,7687.29,12538.15,8714.55
2014-03-12,7528.09,12976.38,8712.5
2014-03-13,7433.19,10308.33,7600.62
2014-03-14,9611.66,13296.6,9954.82
2014-03-15,12368.44,14521.95,11806.710000000001
2014-03-16,11329.69,12027.69,11209.7
2014-03-17,6891.3,8941.1,7206.1
2014-03-18,6731.83,8580.72,7215.02
2014-03-19,6674.21,8648.23,6294.61
2014-03-20,6340.16,8273.13,6314.3
2014-03-21,8410.26,9016.26,7480.35
2014-03-22,11952.4,10692.04,9453.47
2014-03-23,11165.22,10995.74,9820.27
2014-03-24,7193.45,8326.34,6309.49
2014-03-25,5832.98,7505.79,5963.54
2014-03-26,6781.55,8904.04,6159.81
2014-03-27,7080.34,8454.05,5725.88
2014-03-28,8403.97,10038.98,8016.24
2014-03-29,12336.99,11302.7,9638.15
2014-03-30,10574.35,9876.04,8526.14
2014-03-31,6651.68,8230.08,6095.84
2014-04-01,7791.57,9810.37,7127.41
2014-04-02,7453.83,12415.22,7776.6
2014-04-03,7861.25,13362.11,8829.4
2014-04-04,8511.54,10819.95,7406.46
2014-04-05,12626.98,13593.76,9804.52
2014-04-06,11540.42,14064.24,10588.7
2014-04-07,7126.69,9529.94,7450.79
2014-04-08,7692.41,11932.37,7488.56
2014-04-09,7459.17,11633.67,7298.15
2014-04-10,7600.61,9507.61,5631.0
2014-04-11,9634.24,11728.48,8554.32
2014-04-12,13121.08,14720.0,10749.9
2014-04-13,10848.31,11521.18,9439.07
2014-04-14,8179.13,13088.42,8785.75
2014-04-15,8336.59,12905.76,8503.98
2014-04-16,8403.69,10548.48,6808.27
2014-04-17,8628.17,8960.79,6816.68
2014-04-18,10634.84,10304.27,7259.79
2014-04-19,13537.210000000001,10606.22,9444.98
2014-04-20,7284.06,6541.54,7459.14
2014-04-21,6985.14,8956.45,5787.69
2014-04-22,6789.78,7853.13,6453.87
2014-04-23,6974.92,8331.9,6101.73
2014-04-24,7663.4800000000005,8338.13,5346.77
2014-04-25,8865.13,9317.29,6629.71
2014-04-26,12062.51,11697.69,8119.34
2014-04-27,11755.86,9702.23,8538.17
2014-04-28,7201.0,7253.0,5462.68
2014-04-29,7001.71,8135.13,5554.59
2014-04-30,8208.65,8135.4800000000005,4798.01
2014-05-01,7696.72,10292.31,6784.41
2014-05-02,9691.02,13230.210000000001,9323.95
2014-05-03,11552.15,14798.81,10318.83
2014-05-04,11903.13,11812.51,9646.09
2014-05-05,7273.52,11884.83,7357.29
2014-05-06,7576.16,11218.36,6772.21
2014-05-07,7035.33,9614.57,6264.33
2014-05-08,7653.06,11463.68,6932.38
2014-05-09,9551.43,12084.89,9061.79
2014-05-10,12352.32,12907.94,8866.29
2014-05-11,8610.58,9679.75,8457.24
2014-05-12,8511.35,12850.35,8346.51
2014-05-13,8062.94,10737.5,7634.17
2014-05-14,8247.6,12370.960000000001,7675.32
2014-05-15,7842.58,13801.89,7328.28
2014-05-16,9504.9,10825.4,7722.53
2014-05-17,12017.99,12125.19,8446.87
2014-05-18,10910.22,10864.67,8613.29
2014-05-19,7512.81,9026.57,6078.38
2014-05-20,7971.21,7671.99,5763.63
2014-05-21,7552.05,8116.74,5549.08
2014-05-22,8825.17,8643.66,5882.96
2014-05-23,9422.12,9580.4,7204.27
2014-05-24,10106.14,10099.9,7574.95
2014-05-25,9172.77,7832.9400000000005,7238.2
2014-05-26,8430.07,7414.28,6693.41
2014-05-27,6991.08,7338.79,5881.86
2014-05-28,7470.38,7878.08,5429.61
2014-05-29,7191.16,7308.5,5443.6
2014-05-30,8919.82,10783.6,7066.88
2014-05-31,12115.61,10956.81,7736.19
2014-06-01,11418.93,10493.41,8245.01
2014-06-02,8477.9,11944.19,8700.94
2014-06-03,9329.87,14506.2,8774.77
2014-06-04,7994.51,10470.5,6383.99
2014-06-05,7955.59,12099.32,7232.05
2014-06-06,9328.01,12523.29,8250.06
2014-06-07,11279.51,11532.45,8708.68
2014-06-08,11889.01,13353.88,9174.56
2014-06-09,8474.58,14075.210000000001,7834.75
2014-06-10,7966.51,9824.35,6756.38
2014-06-11,7773.69,11554.83,6488.81
2014-06-12,7997.52,12150.36,7892.89
2014-06-13,10028.22,11078.11,7924.75
2014-06-14,11637.04,12929.7,9140.61
2014-06-15,10361.31,12266.67,9737.29
2014-06-16,7754.97,10820.92,7601.9
2014-06-17,9130.57,9526.0,6839.8
2014-06-18,8145.28,8879.7,5720.88
2014-06-19,8764.05,8871.64,6648.61
2014-06-20,9817.72,10409.22,7178.17
2014-06-21,11258.07,10912.29,7801.02
2014-06-22,10791.710000000001,9462.18,8347.84
2014-06-23,8184.65,9073.5,6448.58
2014-06-24,7096.9800000000005,8102.24,5516.38
2014-06-25,7491.58,8300.7,4995.9
2014-06-26,7571.6,8107.11,4834.51
2014-06-27,9273.960000000001,8737.84,6593.93
