date,CA_1,CA_2,CA_3,CA_4
2012-06-18,10439.26,8209.42,16653.61,6153.84
2012-06-19,9473.78,7888.6,15242.82,5916.21
2012-06-20,9406.75,7766.41,14488.76,5100.49
2012-06-21,9768.64,8193.6,13625.87,5480.6
2012-06-22,13481.68,9438.0,14476.44,5667.52
2012-06-23,13361.62,11236.95,17651.68,5709.56
2012-06-24,14233.36,10649.02,17502.84,6179.02
2012-06-25,10308.05,7413.15,14658.89,5843.33
2012-06-26,8845.52,6514.78,13183.9,5030.59
2012-06-27,8595.39,7045.87,13230.69,5170.59
2012-06-28,9071.85,7201.07,13167.47,5618.79
2012-06-29,11670.24,9533.98,14475.8,6101.23
2012-06-30,14755.23,11037.24,16509.76,6012.17
2012-07-01,15556.5,11284.17,17979.170000000002,6677.53
2012-07-02,12090.28,8029.91,16712.87,5555.18
2012-07-03,12671.14,8318.33,17294.010000000002,5907.7
2012-07-04,9843.62,7846.74,15297.53,4994.18
2012-07-05,9789.09,7940.4800000000005,15460.460000000001,5152.34
2012-07-06,12483.57,9008.06,16865.44,5728.97
2012-07-07,13576.13,10315.07,18672.14,5902.62
2012-07-08,14977.33,10155.94,20813.54,6686.21
2012-07-09,12050.43,7799.79,17119.36,6253.66
2012-07-10,10563.09,7539.1,16509.37,5626.35
2012-07-11,10124.79,7172.6,14276.35,5943.6
2012-07-12,10391.44,8179.68,14334.49,5116.6900000000005
2012-07-13,12656.4,9425.87,15029.710000000001,5839.79
2012-07-14,13957.23,11681.24,18038.75,6202.1900000000005
2012-07-15,14290.99,11323.02,18727.5,6512.46
2012-07-16,10299.48,7447.19,15589.630000000001,5398.13
2012-07-17,9637.67,7858.72,14230.2,5097.36
2012-07-18,9112.88,7368.65,13393.58,4926.9
2012-07-19,9622.91,7965.06,14405.84,5639.4
2012-07-20,11960.36,8730.91,15708.17,6003.96
2012-07-21,13682.64,10687.91,17014.4,6341.66
2012-07-22,15272.93,11133.05,18650.47,6589.2
2012-07-23,10263.92,7738.01,15254.79,5668.45
2012-07-24,9410.27,7990.3,14503.52,4792.31
2012-07-25,9064.19,7057.31,13822.42,5066.77
2012-07-26,10129.36,7338.4800000000005,12859.41,5234.08
2012-07-27,10623.960000000001,8485.23,14513.7,5227.2300000000005
2012-07-28,11493.87,10259.37,15783.92,5528.7
2012-07-29,11694.67,9906.73,16718.670000000002,5892.78
2012-07-30,9851.54,7194.18,13462.28,5576.24
2012-07-31,9599.960000000001,7458.5,14176.99,5429.32
2012-08-01,10706.3,7631.34,15107.88,5140.68
2012-08-02,11667.64,8036.66,16166.49,5312.47
2012-08-03,12420.04,8944.03,17685.33,6061.46
2012-08-04,14479.65,11120.24,18693.83,6320.78
2012-08-05,16330.67,10734.5,20399.39,6395.0
2012-08-06,12133.26,8243.31,16888.74,6186.23
2012-08-07,10972.210000000001,7185.2,16238.64,5685.64
2012-08-08,10900.130000000001,7494.89,15421.65,5339.28
2012-08-09,10551.42,8049.85,16625.920000000002,5177.86
2012-08-10,12426.53,9331.01,17287.37,6203.11
2012-08-11,15320.69,12151.28,19790.56,5972.06
2012-08-12,14617.74,12041.18,20245.74,6519.4
2012-08-13,10590.24,8256.43,17343.34,6067.22
2012-08-14,10493.54,7673.08,17083.49,5499.81
2012-08-15,10005.49,8042.6,15947.86,5912.68
2012-08-16,10720.81,8448.88,15629.03,5494.12
2012-08-17,12009.15,10278.93,14995.300000000001,5946.25
2012-08-18,16589.09,11731.0,19892.46,6520.93
2012-08-19,16944.76,12437.16,21697.420000000002,7386.29
2012-08-20,11672.05,8316.84,16632.79,5700.76
2012-08-21,10016.76,7904.99,14830.39,5513.34
2012-08-22,9048.99,8021.31,14419.01,5616.67
2012-08-23,9279.710000000001,7512.01,13089.53,4805.0
2012-08-24,10577.82,9420.61,15357.37,5653.18
2012-08-25,14191.2,11617.53,17785.63,6570.75
2012-08-26,15241.62,11330.86,20135.19,6898.22
2012-08-27,9784.8,7562.18,15820.050000000001,5591.96
2012-08-28,9025.82,6775.32,13809.36,5190.75
2012-08-29,8471.01,7602.66,13504.01,4840.0
2012-08-30,9418.94,7113.05,12689.800000000001,5220.52
2012-08-31,11499.34,9810.51,16239.08,6886.62
2012-09-01,16758.27,12255.44,19723.28,5926.65
2012-09-02,15139.33,10946.89,18191.52,6414.35
2012-09-03,14490.130000000001,10654.55,21382.36,6728.79
2012-09-04,10519.87,7032.54,16684.99,5664.7
2012-09-05,9730.02,6816.3,15117.4,5294.51
2012-09-06,9260.85,7836.11,15174.74,5376.5
2012-09-07,11402.960000000001,8288.82,15930.22,5731.82
2012-09-08,13531.48,11912.05,19892.36,6946.28
2012-09-09,16836.57,11927.78,22502.69,7105.42
2012-09-10,10374.72,7649.25,18447.14,6247.78
2012-09-11,9065.4,7655.07,16006.63,5597.2
2012-09-12,8741.65,6947.16,13918.35,4835.02
2012-09-13,9452.93,7601.62,14119.1,5234.59
2012-09-14,11393.47,8498.73,15027.72,6178.56
2012-09-15,14289.64,12440.39,18325.43,6956.53
2012-09-16,15138.18,11469.06,20633.06,7065.41
2012-09-17,9517.85,7189.04,15149.2,6133.8
2012-09-18,9377.04,7132.51,14452.73,5656.62
2012-09-19,8181.58,6658.38,12834.67,4995.86
2012-09-20,8505.89,7484.59,13757.79,5445.88
2012-09-21,11189.06,8777.95,15283.68,6206.25
2012-09-22,14127.18,12499.14,18666.02,7092.09
2012-09-23,14761.75,11255.75,19655.670000000002,7211.41
2012-09-24,9202.53,7472.46,15017.74,6423.25
2012-09-25,8432.28,7289.05,14502.460000000001,5705.78
2012-09-26,7921.8,6599.88,13926.37,4906.36
2012-09-27,7814.19,7431.61,13826.89,5188.04
2012-09-28,10507.14,9019.11,14904.52,6360.12
2012-09-29,13294.52,12177.13,19535.170000000002,6808.6
2012-09-30,14627.86,11205.34,20210.08,7509.41
2012-10-01,11213.62,7214.75,17646.91,6880.14
2012-10-02,10500.82,7037.75,17041.82,5525.49
2012-10-03,9951.7,7415.33,16715.56,5766.9
2012-10-04,9142.62,7504.07,15552.95,5677.33
2012-10-05,10341.63,8517.52,16381.69,5523.58
2012-10-06,13746.91,11019.63,20104.3,6668.17
2012-10-07,15310.960000000001,10556.82,20905.2,7088.19
2012-10-08,12145.85,8089.12,17333.95,6067.17
2012-10-09,9664.36,6820.38,14944.78,5820.01
2012-10-10,8708.26,7404.83,14792.76,4922.76
2012-10-11,8636.35,6981.86,12436.35,5032.44
2012-10-12,10190.11,8524.97,14919.05,5571.95
2012-10-13,12337.05,12356.58,18280.65,6439.27
2012-10-14,13411.74,12111.08,18758.94,6587.85
2012-10-15,9482.91,7231.77,14537.59,6008.83
2012-10-16,7915.41,6695.14,12503.48,4912.86
2012-10-17,7807.4,6658.14,12447.19,4955.04
2012-10-18,7833.04,6683.27,12449.53,5324.85
2012-10-19,9635.98,8325.15,13694.45,5600.13
2012-10-20,12639.86,11654.83,17222.63,6288.47
2012-10-21,13314.17,11349.98,19178.4,6536.77
2012-10-22,8407.38,7314.2,13740.07,5253.84
2012-10-23,8105.27,7208.95,12220.16,4606.01
2012-10-24,6663.89,6514.23,12323.54,4423.38
2012-10-25,7873.86,7254.5,11150.17,4612.84
2012-10-26,9007.84,8799.73,12256.08,5101.7300000000005
2012-10-27,12350.15,11311.23,16256.18,6247.02
2012-10-28,12325.49,10633.73,17579.39,6495.7300000000005
2012-10-29,8862.18,6788.32,13492.8,5269.89
2012-10-30,8402.2,8142.4,13210.84,5290.42
2012-10-31,6332.1,6402.14,11723.45,3946.59
2012-11-01,8979.09,7085.2300000000005,13412.73,4828.14
2012-11-02,10751.05,8275.25,15235.77,4909.64
2012-11-03,14255.64,11978.41,18707.51,6380.32
2012-11-04,14687.54,11477.58,20276.2,6948.9800000000005
2012-11-05,10337.36,6902.35,16126.58,5581.87
2012-11-06,8493.15,6443.31,14310.06,5099.41
2012-11-07,8944.53,6112.77,14040.05,5274.31
2012-11-08,9035.93,7006.95,13614.93,5168.95
2012-11-09,11230.99,8288.42,15251.52,5572.86
2012-11-10,14820.22,11724.48,18654.78,6366.64
2012-11-11,13656.42,10419.57,18871.83,6112.68
2012-11-12,10499.43,7377.97,14442.3,5712.58
2012-11-13,8204.63,6062.69,12554.99,4819.49
2012-11-14,7179.53,6051.09,12156.710000000001,4559.3
2012-11-15,8209.38,6806.94,12152.79,4770.56
2012-11-16,9852.12,8197.06,13923.04,5230.86
2012-11-17,13543.64,11701.99,17040.15,6420.16
2012-11-18,12868.71,10685.15,17924.82,6503.41
2012-11-19,9609.94,7251.16,14093.69,5594.7300000000005
2012-11-20,10029.83,6659.12,13610.17,5545.18
2012-11-21,10535.02,7496.07,14492.56,5952.25
2012-11-22,5179.84,3592.04,9277.71,3428.93
2012-11-23,6616.44,8435.43,9611.38,3542.25
2012-11-24,8623.73,8679.63,13858.31,4648.49
2012-11-25,10720.81,9284.47,15266.5,5564.68
2012-11-26,8318.0,7171.41,13186.14,6016.04
2012-11-27,7871.09,6940.02,11203.35,5124.89
2012-11-28,6862.61,5826.95,11175.29,4583.41
2012-11-29,6662.37,6519.71,10440.23,5108.97
2012-11-30,9135.34,7214.97,12822.22,5210.54
2012-12-01,14426.16,12030.33,18688.3,7227.74
2012-12-02,11960.16,10240.34,18348.62,6011.88
2012-12-03,10682.09,8147.45,16000.39,6535.3
2012-12-04,8760.02,7354.2300000000005,14122.5,5073.2
2012-12-05,8290.2,6876.65,13201.4,5163.45
2012-12-06,9028.27,7617.21,13783.82,5153.25
2012-12-07,10830.210000000001,8335.06,14815.04,5527.06
2012-12-08,13484.710000000001,10998.34,17747.97,6237.85
2012-12-09,13332.34,11054.31,18592.05,7307.26
2012-12-10,10677.95,7666.42,15897.66,6385.56
2012-12-11,8928.27,7193.4400000000005,14388.38,5364.15
2012-12-12,8108.44,6816.54,12840.34,4692.03
2012-12-13,8169.78,6771.43,13478.52,5251.42
2012-12-14,9959.39,7969.7,13543.86,5187.8
2012-12-15,13186.13,11338.48,17292.06,6238.84
2012-12-16,13320.07,11633.4,17863.45,6958.16
2012-12-17,9249.49,7050.96,14730.53,6014.4800000000005
2012-12-18,9732.33,7649.4400000000005,14656.55,5327.25
2012-12-19,8373.47,7534.79,12628.27,4630.19
2012-12-20,9623.61,7999.51,14346.59,5597.53
2012-12-21,10638.28,8936.45,13763.14,5772.71
2012-12-22,12493.61,11015.05,17121.79,6905.33
2012-12-23,11498.57,8850.7,16191.460000000001,6532.47
2012-12-24,9043.39,7463.16,13479.77,5698.43
2012-12-25,0.0,3.16,10.370000000000001,0.0
2012-12-26,8153.46,8105.91,13987.51,4763.73
2012-12-27,8981.09,8025.05,13393.79,5251.8
2012-12-28,10153.69,8220.16,14145.08,4942.75
2012-12-29,11744.31,9076.12,17459.52,5937.77
2012-12-30,11993.62,8678.5,14981.51,5841.12
2012-12-31,10313.66,6996.38,13918.06,6325.4400000000005
2013-01-01,7200.36,6191.41,10621.69,3952.81
2013-01-02,10151.68,7471.54,14868.44,5183.94
2013-01-03,10404.71,7363.36,15608.59,4979.41
2013-01-04,11417.17,7886.58,15556.85,5367.64
2013-01-05,13138.68,10414.35,18786.29,5877.06
2013-01-06,13987.48,9778.76,19534.61,7017.95
2013-01-07,10353.22,7137.93,15342.710000000001,5937.33
2013-01-08,8952.27,6691.4,15879.29,5338.86
2013-01-09,8081.18,5957.09,13424.57,5225.35
2013-01-10,9068.59,6620.21,14727.41,5379.43
2013-01-11,11072.05,8633.61,14594.28,5334.62
2013-01-12,13612.13,11236.67,19343.2,6947.51
2013-01-13,12982.78,11058.35,20186.43,6505.06
2013-01-14,8820.7,7214.39,14026.26,5297.05
2013-01-15,8397.17,7426.76,13227.95,5179.84
2013-01-16,7859.97,7106.42,13692.77,5078.4
2013-01-17,8227.68,7405.01,13102.67,5665.34
2013-01-18,10641.37,8639.73,14520.710000000001,5679.54
2013-01-19,13801.37,11834.7,18691.82,7185.66
2013-01-20,11746.33,9184.68,17354.87,5790.31
2013-01-21,10256.68,8557.08,15501.08,5945.15
2013-01-22,8078.9800000000005,6202.08,13629.69,5150.7
2013-01-23,7286.92,6019.6900000000005,12814.2,5012.61
2013-01-24,7669.62,5721.2,11038.97,4901.65
2013-01-25,9714.02,8823.95,14298.460000000001,5804.31
2013-01-26,13697.05,12632.74,17954.43,6463.53
2013-01-27,13241.14,11080.5,18637.83,7513.54
2013-01-28,8394.78,6341.58,13238.210000000001,5687.95
2013-01-29,7927.74,6306.43,12381.880000000001,5243.37
2013-01-30,6945.53,6434.72,11066.65,4800.96
2013-01-31,8942.43,7384.91,11822.210000000001,5616.82
2013-02-01,12213.27,9214.15,15518.64,6579.15
2013-02-02,17420.62,13162.39,21659.78,8857.77
2013-02-03,11846.960000000001,8595.87,17158.42,6812.65
2013-02-04,9022.24,6659.45,14697.45,5575.97
2013-02-05,8954.94,7239.64,14045.13,5484.38
2013-02-06,9010.710000000001,6653.64,13481.73,5725.2300000000005
2013-02-07,10321.99,6685.6,14638.79,5402.42
2013-02-08,11592.9,8559.94,15716.68,5517.39
2013-02-09,15980.41,11527.01,17815.78,6386.69
2013-02-10,15983.64,11376.57,14524.45,7318.65
2013-02-11,11174.4,7298.61,17733.56,5201.7300000000005
2013-02-12,9295.82,7121.54,15742.15,5511.47
2013-02-13,9858.45,7748.38,16288.54,5802.4
2013-02-14,7871.31,6612.46,11504.58,4791.79
2013-02-15,11835.18,8132.72,14279.630000000001,5839.03
2013-02-16,13935.54,11206.91,17657.1,6622.21
2013-02-17,14199.15,10230.16,18982.62,6825.49
2013-02-18,11899.45,8869.63,16890.19,5838.7300000000005
2013-02-19,7946.29,6261.98,13418.630000000001,5189.6
2013-02-20,9210.87,7440.47,13683.710000000001,4946.87
2013-02-21,9711.49,6811.86,13180.63,4939.5
2013-02-22,11814.29,8304.08,15581.24,5201.22
2013-02-23,14152.93,12644.43,18174.24,6614.11
2013-02-24,14085.03,11647.91,20264.33,7640.25
2013-02-25,10008.460000000001,7447.37,15953.68,6121.77
2013-02-26,7991.35,6572.15,13247.44,5552.21
2013-02-27,8171.76,6784.06,12805.14,5034.1
2013-02-28,8839.36,7009.6900000000005,13759.01,5640.84
2013-03-01,11951.54,10004.41,17356.14,6653.31
2013-03-02,16208.53,13916.66,21330.28,7100.04
2013-03-03,16681.55,11513.42,21337.57,8089.89
2013-03-04,10782.31,7585.9400000000005,16600.95,6189.46
2013-03-05,9220.66,7363.99,14811.84,5660.43
2013-03-06,8997.31,6579.58,13990.91,5123.45
2013-03-07,8866.7,6691.72,12212.3,4804.92
2013-03-08,11552.25,7836.19,14851.46,6218.97
2013-03-09,14547.26,11642.06,18604.39,6619.1
2013-03-10,14185.92,12156.67,20617.3,7432.79
2013-03-11,10573.460000000001,7180.03,17067.5,6286.32
2013-03-12,8880.33,7074.85,14915.31,5493.78
2013-03-13,8490.47,6787.52,14924.92,5265.51
2013-03-14,9109.65,6826.11,14177.42,5620.3
2013-03-15,11504.0,9345.32,14886.97,6185.26
2013-03-16,14803.77,11708.36,18670.77,6979.73
2013-03-17,14486.32,11432.88,20360.31,6915.04
2013-03-18,9153.94,7057.11,16624.7,6189.69
2013-03-19,8265.65,6965.84,13548.05,5404.77
2013-03-20,9093.28,6831.06,14456.7,5682.27
2013-03-21,8861.63,6705.57,13776.31,6010.09
2013-03-22,11678.7,9526.25,14937.44,5762.13
2013-03-23,13490.94,11723.95,17839.72,7235.95
2013-03-24,14651.11,11783.210000000001,18886.920000000002,6901.64
2013-03-25,10253.710000000001,7652.25,14296.45,6409.2300000000005
2013-03-26,8846.32,7140.74,13752.57,5342.4800000000005
2013-03-27,8921.93,6982.15,13742.23,5264.55
2013-03-28,9790.88,7298.06,13272.39,5384.4
2013-03-29,12486.31,9479.59,14740.28,6619.18
2013-03-30,16444.48,11907.73,19053.78,8230.82
2013-03-31,11437.91,11029.69,9051.95,6482.84
2013-04-01,9728.32,7708.45,16823.46,5783.62
2013-04-02,10083.92,7230.28,15925.15,5454.52
2013-04-03,10630.28,7554.6,16046.54,5644.38
2013-04-04,10550.9,7729.6,14569.68,5730.28
2013-04-05,11869.33,8272.210000000001,16321.39,5801.82
2013-04-06,14955.5,11614.23,18883.38,7349.43
2013-04-07,15854.960000000001,11294.95,21992.47,8191.95
2013-04-08,11104.48,7627.94,16367.65,6707.18
2013-04-09,10703.44,7167.34,16463.38,5868.93
2013-04-10,9791.99,6693.54,15125.74,6255.47
2013-04-11,9747.91,7197.35,15384.85,5371.07
2013-04-12,10593.1,9059.210000000001,15549.34,5522.32
2013-04-13,13318.91,11726.0,19326.72,6784.76
2013-04-14,14335.15,11307.49,19488.46,7304.26
2013-04-15,10127.5,7628.83,15284.31,6387.16
2013-04-16,8329.05,7430.16,15876.1,5559.32
2013-04-17,8966.57,6750.2300000000005,14257.68,5726.4800000000005
2013-04-18,8716.75,6986.2,13912.960000000001,5716.39
2013-04-19,11248.03,8913.210000000001,15486.51,5853.15
2013-04-20,14317.85,11871.44,18451.5,6630.64
2013-04-21,14566.47,11251.76,21443.32,8294.03
2013-04-22,10610.26,7886.1900000000005,16211.11,6827.53
2013-04-23,8996.51,7055.97,14736.93,5604.42
2013-04-24,9444.14,6652.1,14136.64,5384.41
2013-04-25,9213.1,7043.02,13237.01,5375.35
2013-04-26,11298.64,9062.55,14197.44,6051.45
2013-04-27,13507.68,11478.49,17409.89,6623.44
2013-04-28,14192.84,10703.29,19571.98,7713.22
2013-04-29,9977.49,7155.99,13786.23,6409.39
2013-04-30,9027.11,7468.91,14553.11,6480.05
2013-05-01,9900.41,8073.06,15528.26,6034.43
2013-05-02,10254.95,7534.24,15332.79,6143.49
2013-05-03,12606.93,8813.4,17203.15,6490.79
2013-05-04,15289.37,11772.98,18012.64,7820.12
2013-05-05,16277.54,11769.05,19218.420000000002,7483.16
2013-05-06,12715.91,7487.65,19771.91,6920.7300000000005
2013-05-07,10273.57,7689.6,16156.78,5928.9800000000005
2013-05-08,9883.63,7300.47,15469.99,5819.400000000001
2013-05-09,10276.2,7626.38,15973.64,5675.94
2013-05-10,12517.3,8742.74,15951.460000000001,6418.62
2013-05-11,16396.170000000002,11203.37,20274.22,6654.22
2013-05-12,12829.34,9860.5,17722.83,6170.13
2013-05-13,11102.68,7058.26,17794.4,6697.64
2013-05-14,10209.130000000001,7345.32,16401.88,6355.96
2013-05-15,10309.35,7950.3,15295.43,6407.51
2013-05-16,10868.91,7454.41,14853.75,5634.17
2013-05-17,11023.11,9165.65,15490.06,6058.25
2013-05-18,13594.64,11924.56,19025.76,6601.06
2013-05-19,16462.47,11873.27,21060.55,8081.21
2013-05-20,11437.05,7781.86,16281.98,7423.85
2013-05-21,10036.76,7547.7,14467.33,6037.78
2013-05-22,9869.710000000001,7290.14,13975.98,5487.32
2013-05-23,10021.93,8458.42,13860.2,6311.13
2013-05-24,12387.69,9753.82,15690.99,6602.43
2013-05-25,13502.41,11220.04,17113.79,6531.59
2013-05-26,12594.23,10192.72,16485.11,6097.53
2013-05-27,13232.82,11290.66,18053.3,7248.11
2013-05-28,10431.460000000001,8121.03,14929.97,6506.59
2013-05-29,8904.14,7127.1,13546.41,5918.24
2013-05-30,9630.93,7065.34,13394.9,5270.7
2013-05-31,12197.58,9794.08,16193.99,6785.68
2013-06-01,16140.98,11834.62,19528.2,8331.09
2013-06-02,17447.59,12185.52,22252.35,8779.99
2013-06-03,13376.64,8642.52,18516.26,6788.14
2013-06-04,11057.29,8672.55,16393.4,6230.1900000000005
2013-06-05,10956.36,8452.05,16716.39,5796.88
2013-06-06,8558.6,7794.33,15417.83,6090.56
2013-06-07,13099.57,9951.65,17047.99,6584.3
2013-06-08,16056.35,12011.99,20458.37,7036.59
2013-06-09,17762.16,12282.09,23988.84,7796.68
2013-06-10,12821.35,8031.9800000000005,19851.77,7266.37
2013-06-11,10951.1,7836.29,16065.23,6864.2
2013-06-12,10173.14,7515.12,15738.72,5935.85
2013-06-13,10885.28,7834.46,15499.5,6528.4800000000005
2013-06-14,13255.17,9876.84,16559.2,6391.36
2013-06-15,15245.16,12601.9,19362.23,6932.3
2013-06-16,13050.85,10290.35,17990.4,6753.36
2013-06-17,10477.31,7843.55,17351.86,6620.93
2013-06-18,10463.16,7389.09,15610.210000000001,6091.5
2013-06-19,9583.39,7718.85,15501.8,6023.18
2013-06-20,10646.16,8585.67,14788.68,5967.49
2013-06-21,12658.53,8973.06,16589.39,6799.0
2013-06-22,14156.31,11481.04,18640.49,6848.27
2013-06-23,15743.18,12847.81,20394.25,6906.8
2013-06-24,11475.67,8081.82,16480.0,7247.57
2013-06-25,10070.82,8048.1,15539.03,6408.67
2013-06-26,10218.39,7533.81,14565.25,6019.68
2013-06-27,10176.69,8498.89,14818.87,6089.83
2013-06-28,13375.37,9984.26,16526.66,6807.6
2013-06-29,15570.43,12863.42,20706.73,7769.15
2013-06-30,16209.86,12147.66,20743.03,8009.67
2013-07-01,13391.09,8628.460000000001,19420.52,6866.86
2013-07-02,13220.31,9093.63,18199.23,6824.27
2013-07-03,15000.58,10062.14,21244.71,7603.52
2013-07-04,12187.29,8523.0,18504.97,6429.72
2013-07-05,14006.5,10149.66,18907.49,6470.56
2013-07-06,13807.36,10406.55,18628.43,6214.51
2013-07-07,17135.46,11047.16,22045.2,7955.16
2013-07-08,12311.87,8192.47,18585.97,7184.36
2013-07-09,12045.73,8031.41,17179.72,6520.83
2013-07-10,11738.460000000001,8049.76,18692.57,6211.05
2013-07-11,11142.93,8541.98,16004.01,6311.13
2013-07-12,13476.78,9682.85,17042.37,6436.58
2013-07-13,14877.550000000001,12227.67,19345.68,7504.67
2013-07-14,16999.81,11921.65,20882.34,7457.61
2013-07-15,12103.54,8042.9,16469.68,7347.35
2013-07-16,10310.75,7854.36,15939.43,5946.51
2013-07-17,10306.7,8543.15,15693.74,5945.99
2013-07-18,10602.14,8481.54,15876.07,5985.43
2013-07-19,12957.28,9675.6,16365.09,6722.78
2013-07-20,15115.98,12137.960000000001,19695.35,7574.7
2013-07-21,16315.4,12063.28,21061.91,7567.11
2013-07-22,11383.73,7739.81,16279.710000000001,6283.34
2013-07-23,10517.87,7675.2,15727.39,5894.4
2013-07-24,9978.44,8023.55,14583.2,6424.83
2013-07-25,10385.07,8033.0,15905.64,6447.55
2013-07-26,11809.59,10198.5,16575.54,6240.15
2013-07-27,12824.74,12836.48,19967.88,7627.7
2013-07-28,14790.76,11473.1,19325.7,7431.32
2013-07-29,11075.08,8015.29,16196.59,6979.84
2013-07-30,10346.82,7765.88,14475.11,6041.12
2013-07-31,10426.97,8249.86,16138.86,5568.65
2013-08-01,12108.03,9484.49,18228.31,6135.2
2013-08-02,14274.52,9415.11,18059.11,6892.29
2013-08-03,16724.65,12627.12,20687.26,7659.84
2013-08-04,16182.48,11931.72,22183.65,7583.22
2013-08-05,12981.24,8312.64,19873.01,6696.32
2013-08-06,11432.04,7559.6,16685.05,6351.81
2013-08-07,11624.3,7733.33,17869.38,5980.87
2013-08-08,11921.22,7887.51,16708.33,6135.55
2013-08-09,13417.92,9311.72,18349.76,6845.3
2013-08-10,17345.920000000002,12020.5,20037.45,6956.4
2013-08-11,17287.63,11855.59,20479.72,7561.82
2013-08-12,12572.77,8393.65,18340.45,6846.75
2013-08-13,10507.25,7594.43,17004.05,6432.2300000000005
2013-08-14,10276.34,8319.58,15095.47,6674.82
2013-08-15,11073.57,8531.93,16129.48,6393.12
2013-08-16,12905.76,9745.41,17974.3,6228.53
2013-08-17,16222.880000000001,13143.04,20423.77,8377.8
2013-08-18,16176.37,12444.36,22044.13,7967.87
2013-08-19,11585.62,8644.4,18321.15,6583.12
2013-08-20,9735.960000000001,7875.11,16554.1,6373.08
2013-08-21,11095.69,8186.17,15121.43,5929.79
2013-08-22,10205.01,8532.92,15212.42,6200.86
2013-08-23,11535.22,9406.92,16710.75,6420.2300000000005
2013-08-24,15504.52,13340.44,19436.56,7393.26
2013-08-25,18456.15,13112.19,22584.22,8581.16
2013-08-26,10700.09,7990.5,17660.45,6551.38
2013-08-27,9325.24,7746.46,16583.58,6019.74
2013-08-28,9800.25,7816.71,15179.16,6023.3
2013-08-29,9794.95,7916.77,15570.210000000001,5674.78
2013-08-30,14142.34,10158.49,17837.98,7050.5
2013-08-31,17007.96,13077.18,20783.0,8214.43
2013-09-01,15956.91,11557.84,20477.69,6860.68
2013-09-02,16146.38,11812.66,22310.1,8493.99
2013-09-03,11904.67,7493.35,18028.65,6886.75
2013-09-04,10460.92,8160.11,15912.82,6466.51
2013-09-05,10125.57,8458.17,16401.46,6087.83
2013-09-06,12189.42,9619.48,17450.55,6242.1
2013-09-07,15578.65,13148.91,21842.39,7724.2
2013-09-08,18478.5,12244.05,24843.06,9030.1
2013-09-09,12729.0,8482.16,19332.73,6904.96
2013-09-10,11474.95,8050.89,17887.83,6730.55
2013-09-11,10332.62,8111.39,17249.99,6261.1
2013-09-12,10061.69,8540.52,15880.75,5850.39
2013-09-13,12408.91,9381.85,17264.44,6841.2300000000005
2013-09-14,15824.24,12969.06,20011.51,7203.81
2013-09-15,16826.87,13841.66,23002.61,8997.95
2013-09-16,11584.45,7963.63,18856.28,7138.35
2013-09-17,10306.9,8090.46,16585.18,6524.16
2013-09-18,10069.72,7387.06,16152.03,5867.85
2013-09-19,9761.34,7214.55,15326.380000000001,6013.63
2013-09-20,12290.45,9957.62,17924.29,6913.35
2013-09-21,15935.51,12799.05,20031.12,8282.03
2013-09-22,16707.05,12991.1,22736.11,7802.72
2013-09-23,11099.98,8113.42,17456.88,6048.91
2013-09-24,10167.88,7418.32,15288.28,6295.04
2013-09-25,8585.86,6980.35,15106.55,5681.01
2013-09-26,9331.55,8104.77,14676.92,5803.16
2013-09-27,10798.94,9279.0,16169.83,6279.05
2013-09-28,14947.35,13001.05,19624.37,7262.2300000000005
2013-09-29,16644.59,12397.45,20242.28,8291.25
2013-09-30,11149.27,7653.57,16305.42,7490.1
2013-10-01,11664.97,7886.35,16809.53,6654.87
2013-10-02,10260.26,8085.31,16095.01,5801.95
2013-10-03,11476.59,8546.11,15796.83,5829.33
2013-10-04,13744.02,9667.76,17854.05,6303.38
2013-10-05,16766.37,13558.24,22324.81,7769.51
2013-10-06,17282.920000000002,13036.48,24270.34,8523.51
2013-10-07,13769.3,9027.02,19621.78,6959.47
2013-10-08,11754.76,7817.88,18640.08,6615.85
2013-10-09,11502.710000000001,7985.88,17304.13,6298.95
2013-10-10,11658.29,8152.59,17667.02,7253.38
2013-10-11,12162.54,8958.2,18304.7,6544.72
2013-10-12,15161.98,12392.34,21070.26,7411.61
2013-10-13,16812.51,12943.65,22149.77,8031.16
2013-10-14,12385.54,8334.4,18055.83,7209.18
2013-10-15,9492.98,7340.62,16507.12,6134.06
2013-10-16,9778.05,7780.15,16504.96,6142.12
2013-10-17,10094.57,8044.38,15303.17,6095.07
2013-10-18,12215.12,9923.960000000001,16124.37,6590.09
2013-10-19,15414.630000000001,12630.59,20618.58,7104.56
2013-10-20,17549.38,12936.4,22215.0,8017.31
2013-10-21,11332.7,7732.41,17793.25,7010.68
2013-10-22,9602.35,7517.91,15441.35,6493.38
2013-10-23,9431.380000000001,7731.87,15039.51,5843.19
2013-10-24,9300.4,7867.2,15008.62,6126.41
2013-10-25,11259.55,9413.64,15962.89,5957.78
2013-10-26,15198.94,12588.43,19954.4,6729.47
2013-10-27,15902.48,11854.2,20970.94,7631.93
2013-10-28,11457.75,8086.95,17003.98,6907.97
2013-10-29,9822.710000000001,8506.77,15176.58,6059.07
2013-10-30,10424.61,9669.63,17300.64,6604.2300000000005
2013-10-31,8540.71,7178.74,12406.68,5587.58
2013-11-01,13128.19,9173.35,17348.1,6765.18
2013-11-02,15988.78,13007.02,21828.2,7541.01
2013-11-03,17635.83,12038.05,23991.88,8260.710000000001
